Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Trondheim - Voll;SN68860;06.04.2023 16:00;4,6
Trondheim - Voll;SN68860;06.04.2023 17:00;4
Trondheim - Voll;SN68860;06.04.2023 18:00;4
Trondheim - Voll;SN68860;06.04.2023 19:00;3,3
Trondheim - Voll;SN68860;06.04.2023 20:00;2,4
Trondheim - Voll;SN68860;06.04.2023 21:00;2,1
Trondheim - Voll;SN68860;06.04.2023 22:00;2,6
Trondheim - Voll;SN68860;06.04.2023 23:00;1,7
Trondheim - Voll;SN68860;07.04.2023 00:00;1,6
Trondheim - Voll;SN68860;07.04.2023 01:00;0,7
Trondheim - Voll;SN68860;07.04.2023 02:00;1,3
Trondheim - Voll;SN68860;07.04.2023 03:00;-0,2
Trondheim - Voll;SN68860;07.04.2023 04:00;0,2
Trondheim - Voll;SN68860;07.04.2023 05:00;-1
Trondheim - Voll;SN68860;07.04.2023 06:00;-1,7
Trondheim - Voll;SN68860;07.04.2023 07:00;0
Trondheim - Voll;SN68860;07.04.2023 08:00;0,5
Trondheim - Voll;SN68860;07.04.2023 09:00;0,3
Trondheim - Voll;SN68860;07.04.2023 10:00;2
Trondheim - Voll;SN68860;07.04.2023 11:00;4,3
Trondheim - Voll;SN68860;07.04.2023 12:00;6,1
Trondheim - Voll;SN68860;07.04.2023 13:00;7,3
Trondheim - Voll;SN68860;07.04.2023 14:00;7,6
Trondheim - Voll;SN68860;07.04.2023 15:00;8,2
Trondheim - Voll;SN68860;07.04.2023 16:00;6,6
Trondheim - Voll;SN68860;07.04.2023 17:00;5,9
Trondheim - Voll;SN68860;07.04.2023 18:00;6,5
Trondheim - Voll;SN68860;07.04.2023 19:00;5,6
Trondheim - Voll;SN68860;07.04.2023 20:00;5,9
Trondheim - Voll;SN68860;07.04.2023 21:00;5,6
Trondheim - Voll;SN68860;07.04.2023 22:00;2,8
Trondheim - Voll;SN68860;07.04.2023 23:00;4,3
Trondheim - Voll;SN68860;08.04.2023 00:00;3,7
Trondheim - Voll;SN68860;08.04.2023 01:00;3,5
Trondheim - Voll;SN68860;08.04.2023 02:00;4
Trondheim - Voll;SN68860;08.04.2023 03:00;3,8
Trondheim - Voll;SN68860;08.04.2023 04:00;4,6
Trondheim - Voll;SN68860;08.04.2023 05:00;2,4
Trondheim - Voll;SN68860;08.04.2023 06:00;3,1
Trondheim - Voll;SN68860;08.04.2023 07:00;3,2
Trondheim - Voll;SN68860;08.04.2023 08:00;3,4
Trondheim - Voll;SN68860;08.04.2023 09:00;4,1
Trondheim - Voll;SN68860;08.04.2023 10:00;5,5
Trondheim - Voll;SN68860;08.04.2023 11:00;6,1
Trondheim - Voll;SN68860;08.04.2023 12:00;7,1
Trondheim - Voll;SN68860;08.04.2023 13:00;8,3
Trondheim - Voll;SN68860;08.04.2023 14:00;7
Trondheim - Voll;SN68860;08.04.2023 15:00;8,6
Trondheim - Voll;SN68860;08.04.2023 16:00;9,1
Trondheim - Voll;SN68860;08.04.2023 17:00;8,5
Trondheim - Voll;SN68860;08.04.2023 18:00;8,2
Trondheim - Voll;SN68860;08.04.2023 19:00;5,9
Trondheim - Voll;SN68860;08.04.2023 20:00;4,6
Trondheim - Voll;SN68860;08.04.2023 21:00;2,7
Trondheim - Voll;SN68860;08.04.2023 22:00;3,4
Trondheim - Voll;SN68860;08.04.2023 23:00;1,3
Trondheim - Voll;SN68860;09.04.2023 00:00;0
Trondheim - Voll;SN68860;09.04.2023 01:00;-0,4
Trondheim - Voll;SN68860;09.04.2023 02:00;-0,9
Trondheim - Voll;SN68860;09.04.2023 03:00;-1,3
Trondheim - Voll;SN68860;09.04.2023 04:00;-1,2
Trondheim - Voll;SN68860;09.04.2023 05:00;-1,8
Trondheim - Voll;SN68860;09.04.2023 06:00;-1,2
Trondheim - Voll;SN68860;09.04.2023 07:00;0,5
Trondheim - Voll;SN68860;09.04.2023 08:00;3,3
Trondheim - Voll;SN68860;09.04.2023 09:00;5,3
Trondheim - Voll;SN68860;09.04.2023 10:00;6,8
Trondheim - Voll;SN68860;09.04.2023 11:00;7,2
Trondheim - Voll;SN68860;09.04.2023 12:00;8,3
Trondheim - Voll;SN68860;09.04.2023 13:00;8,5
Trondheim - Voll;SN68860;09.04.2023 14:00;9,2
Trondheim - Voll;SN68860;09.04.2023 15:00;8,8
Trondheim - Voll;SN68860;09.04.2023 16:00;9
Trondheim - Voll;SN68860;09.04.2023 17:00;8,4
Trondheim - Voll;SN68860;09.04.2023 18:00;7,9
Trondheim - Voll;SN68860;09.04.2023 19:00;7
Trondheim - Voll;SN68860;09.04.2023 20:00;5,7
Trondheim - Voll;SN68860;09.04.2023 21:00;5,5
Trondheim - Voll;SN68860;09.04.2023 22:00;4,6
Trondheim - Voll;SN68860;09.04.2023 23:00;4,3
Trondheim - Voll;SN68860;10.04.2023 00:00;4
Trondheim - Voll;SN68860;10.04.2023 01:00;3,7
Trondheim - Voll;SN68860;10.04.2023 02:00;4,6
Trondheim - Voll;SN68860;10.04.2023 03:00;4,7
Trondheim - Voll;SN68860;10.04.2023 04:00;4,6
Trondheim - Voll;SN68860;10.04.2023 05:00;4,2
Trondheim - Voll;SN68860;10.04.2023 06:00;3,9
Trondheim - Voll;SN68860;10.04.2023 07:00;5,6
Trondheim - Voll;SN68860;10.04.2023 08:00;6,5
Trondheim - Voll;SN68860;10.04.2023 09:00;7,2
Trondheim - Voll;SN68860;10.04.2023 10:00;8,1
Trondheim - Voll;SN68860;10.04.2023 11:00;8,8
Trondheim - Voll;SN68860;10.04.2023 12:00;8,9
Trondheim - Voll;SN68860;10.04.2023 13:00;9,5
Trondheim - Voll;SN68860;10.04.2023 14:00;9,4
Trondheim - Voll;SN68860;10.04.2023 15:00;8,5
Trondheim - Voll;SN68860;10.04.2023 16:00;7,7
Trondheim - Voll;SN68860;10.04.2023 17:00;8,6
Trondheim - Voll;SN68860;10.04.2023 18:00;8,1
Trondheim - Voll;SN68860;10.04.2023 19:00;7,2
Trondheim - Voll;SN68860;10.04.2023 20:00;6,8
Trondheim - Voll;SN68860;10.04.2023 21:00;6,6
Trondheim - Voll;SN68860;10.04.2023 22:00;6,6
Trondheim - Voll;SN68860;10.04.2023 23:00;7,1
Trondheim - Voll;SN68860;11.04.2023 00:00;6,8
Trondheim - Voll;SN68860;11.04.2023 01:00;6,8
Trondheim - Voll;SN68860;11.04.2023 02:00;6,9
Trondheim - Voll;SN68860;11.04.2023 03:00;7
Trondheim - Voll;SN68860;11.04.2023 04:00;6,8
Trondheim - Voll;SN68860;11.04.2023 05:00;6,8
Trondheim - Voll;SN68860;11.04.2023 06:00;6,7
Trondheim - Voll;SN68860;11.04.2023 07:00;6,2
Trondheim - Voll;SN68860;11.04.2023 08:00;6,8
Trondheim - Voll;SN68860;11.04.2023 09:00;7
Trondheim - Voll;SN68860;11.04.2023 10:00;8,5
Trondheim - Voll;SN68860;11.04.2023 11:00;8,5
Trondheim - Voll;SN68860;11.04.2023 12:00;8,8
Trondheim - Voll;SN68860;11.04.2023 13:00;8,9
Trondheim - Voll;SN68860;11.04.2023 14:00;9,2
Trondheim - Voll;SN68860;11.04.2023 15:00;9,4
Trondheim - Voll;SN68860;11.04.2023 16:00;9,7
Trondheim - Voll;SN68860;11.04.2023 17:00;9,2
Trondheim - Voll;SN68860;11.04.2023 18:00;8,9
Trondheim - Voll;SN68860;11.04.2023 19:00;8,7
Trondheim - Voll;SN68860;11.04.2023 20:00;8,7
Trondheim - Voll;SN68860;11.04.2023 21:00;8,5
Trondheim - Voll;SN68860;11.04.2023 22:00;8
Trondheim - Voll;SN68860;11.04.2023 23:00;7,2
Trondheim - Voll;SN68860;12.04.2023 00:00;8
Trondheim - Voll;SN68860;12.04.2023 01:00;8,2
Trondheim - Voll;SN68860;12.04.2023 02:00;8,2
Trondheim - Voll;SN68860;12.04.2023 03:00;7,9
Trondheim - Voll;SN68860;12.04.2023 04:00;7,9
Trondheim - Voll;SN68860;12.04.2023 05:00;7,4
Trondheim - Voll;SN68860;12.04.2023 06:00;7,4
Trondheim - Voll;SN68860;12.04.2023 07:00;8,2
Trondheim - Voll;SN68860;12.04.2023 08:00;8,5
Trondheim - Voll;SN68860;12.04.2023 09:00;10,2
Trondheim - Voll;SN68860;12.04.2023 10:00;10
Trondheim - Voll;SN68860;12.04.2023 11:00;10,4
Trondheim - Voll;SN68860;12.04.2023 12:00;10,4
Trondheim - Voll;SN68860;12.04.2023 13:00;10,7
Trondheim - Voll;SN68860;12.04.2023 14:00;10,4
Trondheim - Voll;SN68860;12.04.2023 15:00;10,6
Trondheim - Voll;SN68860;12.04.2023 16:00;10
Trondheim - Voll;SN68860;12.04.2023 17:00;10,4
Trondheim - Voll;SN68860;12.04.2023 18:00;9,6
Trondheim - Voll;SN68860;12.04.2023 19:00;8
Trondheim - Voll;SN68860;12.04.2023 20:00;7,7
Trondheim - Voll;SN68860;12.04.2023 21:00;7,3
Trondheim - Voll;SN68860;12.04.2023 22:00;7
Trondheim - Voll;SN68860;12.04.2023 23:00;7,6
Trondheim - Voll;SN68860;13.04.2023 00:00;7,2
Trondheim - Voll;SN68860;13.04.2023 01:00;7,1
Trondheim - Voll;SN68860;13.04.2023 02:00;6,9
Trondheim - Voll;SN68860;13.04.2023 03:00;6,8
Trondheim - Voll;SN68860;13.04.2023 04:00;6,8
Trondheim - Voll;SN68860;13.04.2023 05:00;7,1
Trondheim - Voll;SN68860;13.04.2023 06:00;7,4
Trondheim - Voll;SN68860;13.04.2023 07:00;8,1
Trondheim - Voll;SN68860;13.04.2023 08:00;8,9
Trondheim - Voll;SN68860;13.04.2023 09:00;10,3
Trondheim - Voll;SN68860;13.04.2023 10:00;11,4
Trondheim - Voll;SN68860;13.04.2023 11:00;11
Trondheim - Voll;SN68860;13.04.2023 12:00;11,7
Trondheim - Voll;SN68860;13.04.2023 13:00;11,7
Trondheim - Voll;SN68860;13.04.2023 14:00;11
Trondheim - Voll;SN68860;13.04.2023 15:00;10,4
Trondheim - Voll;SN68860;13.04.2023 16:00;9,8
Trondheim - Voll;SN68860;13.04.2023 17:00;8,9
Trondheim - Voll;SN68860;13.04.2023 18:00;8,7
Trondheim - Voll;SN68860;13.04.2023 19:00;7,5
Trondheim - Voll;SN68860;13.04.2023 20:00;6,6
Trondheim - Voll;SN68860;13.04.2023 21:00;6,6
Trondheim - Voll;SN68860;13.04.2023 22:00;6,8
Trondheim - Voll;SN68860;13.04.2023 23:00;6,4
Trondheim - Voll;SN68860;14.04.2023 00:00;6,3
Trondheim - Voll;SN68860;14.04.2023 01:00;6,2
Trondheim - Voll;SN68860;14.04.2023 02:00;6
Trondheim - Voll;SN68860;14.04.2023 03:00;5,7
Trondheim - Voll;SN68860;14.04.2023 04:00;5,8
Trondheim - Voll;SN68860;14.04.2023 05:00;5,2
Trondheim - Voll;SN68860;14.04.2023 06:00;5,5
Trondheim - Voll;SN68860;14.04.2023 07:00;5,7
Trondheim - Voll;SN68860;14.04.2023 08:00;6,1
Trondheim - Voll;SN68860;14.04.2023 09:00;6,4
Trondheim - Voll;SN68860;14.04.2023 10:00;6,6
Trondheim - Voll;SN68860;14.04.2023 11:00;6,6
Trondheim - Voll;SN68860;14.04.2023 12:00;8,3
Trondheim - Voll;SN68860;14.04.2023 13:00;7,4
Trondheim - Voll;SN68860;14.04.2023 14:00;6,7
Trondheim - Voll;SN68860;14.04.2023 15:00;6,9
Trondheim - Voll;SN68860;14.04.2023 16:00;6,4
Trondheim - Voll;SN68860;14.04.2023 17:00;6,2
Trondheim - Voll;SN68860;14.04.2023 18:00;5,9
Trondheim - Voll;SN68860;14.04.2023 19:00;5,7
Trondheim - Voll;SN68860;14.04.2023 20:00;5,5
Trondheim - Voll;SN68860;14.04.2023 21:00;5,4
Trondheim - Voll;SN68860;14.04.2023 22:00;5,1
Trondheim - Voll;SN68860;14.04.2023 23:00;5,2
Trondheim - Voll;SN68860;15.04.2023 00:00;4,8
Trondheim - Voll;SN68860;15.04.2023 01:00;4,9
Trondheim - Voll;SN68860;15.04.2023 02:00;4,7
Trondheim - Voll;SN68860;15.04.2023 03:00;4,5
Trondheim - Voll;SN68860;15.04.2023 04:00;4,6
Trondheim - Voll;SN68860;15.04.2023 05:00;4,6
Trondheim - Voll;SN68860;15.04.2023 06:00;4,8
Trondheim - Voll;SN68860;15.04.2023 07:00;4,8
Trondheim - Voll;SN68860;15.04.2023 08:00;5
Trondheim - Voll;SN68860;15.04.2023 09:00;5,6
Trondheim - Voll;SN68860;15.04.2023 10:00;6,4
Trondheim - Voll;SN68860;15.04.2023 11:00;7
Trondheim - Voll;SN68860;15.04.2023 12:00;7,9
Trondheim - Voll;SN68860;15.04.2023 13:00;8,4
Trondheim - Voll;SN68860;15.04.2023 14:00;8,5
Trondheim - Voll;SN68860;15.04.2023 15:00;8,3
Trondheim - Voll;SN68860;15.04.2023 16:00;8
Trondheim - Voll;SN68860;15.04.2023 17:00;7,9
Trondheim - Voll;SN68860;15.04.2023 18:00;7,8
Trondheim - Voll;SN68860;15.04.2023 19:00;6,9
Trondheim - Voll;SN68860;15.04.2023 20:00;7
Trondheim - Voll;SN68860;15.04.2023 21:00;6,5
Trondheim - Voll;SN68860;15.04.2023 22:00;5,9
Trondheim - Voll;SN68860;15.04.2023 23:00;5,3
Trondheim - Voll;SN68860;16.04.2023 00:00;4,7
Trondheim - Voll;SN68860;16.04.2023 01:00;4,5
Trondheim - Voll;SN68860;16.04.2023 02:00;4,4
Trondheim - Voll;SN68860;16.04.2023 03:00;4,3
Trondheim - Voll;SN68860;16.04.2023 04:00;4,2
Trondheim - Voll;SN68860;16.04.2023 05:00;4,1
Trondheim - Voll;SN68860;16.04.2023 06:00;4
Trondheim - Voll;SN68860;16.04.2023 07:00;4,2
Trondheim - Voll;SN68860;16.04.2023 08:00;4,9
Trondheim - Voll;SN68860;16.04.2023 09:00;5,8
Trondheim - Voll;SN68860;16.04.2023 10:00;6,6
Trondheim - Voll;SN68860;16.04.2023 11:00;7,1
Trondheim - Voll;SN68860;16.04.2023 12:00;7,5
Trondheim - Voll;SN68860;16.04.2023 13:00;8,9
Trondheim - Voll;SN68860;16.04.2023 14:00;8,9
Trondheim - Voll;SN68860;16.04.2023 15:00;9,4
Trondheim - Voll;SN68860;16.04.2023 16:00;9,6
Trondheim - Voll;SN68860;16.04.2023 17:00;8,8
Trondheim - Voll;SN68860;16.04.2023 18:00;8,5
Trondheim - Voll;SN68860;16.04.2023 19:00;7,9
Trondheim - Voll;SN68860;16.04.2023 20:00;5,5
Trondheim - Voll;SN68860;16.04.2023 21:00;6
Trondheim - Voll;SN68860;16.04.2023 22:00;5,3
Trondheim - Voll;SN68860;16.04.2023 23:00;3,8
Trondheim - Voll;SN68860;17.04.2023 00:00;2,9
Trondheim - Voll;SN68860;17.04.2023 01:00;2,4
Trondheim - Voll;SN68860;17.04.2023 02:00;1,6
Trondheim - Voll;SN68860;17.04.2023 03:00;1,2
Trondheim - Voll;SN68860;17.04.2023 04:00;0,2
Trondheim - Voll;SN68860;17.04.2023 05:00;-0,2
Trondheim - Voll;SN68860;17.04.2023 06:00;1
Trondheim - Voll;SN68860;17.04.2023 07:00;2,4
Trondheim - Voll;SN68860;17.04.2023 08:00;5,8
Trondheim - Voll;SN68860;17.04.2023 09:00;6,5
Trondheim - Voll;SN68860;17.04.2023 10:00;7,3
Trondheim - Voll;SN68860;17.04.2023 11:00;8,7
Trondheim - Voll;SN68860;17.04.2023 12:00;9,1
Trondheim - Voll;SN68860;17.04.2023 13:00;10,1
Trondheim - Voll;SN68860;17.04.2023 14:00;9,8
Trondheim - Voll;SN68860;17.04.2023 15:00;10,6
Trondheim - Voll;SN68860;17.04.2023 16:00;10,8
Trondheim - Voll;SN68860;17.04.2023 17:00;11,3
Trondheim - Voll;SN68860;17.04.2023 18:00;10,6
Trondheim - Voll;SN68860;17.04.2023 19:00;9,1
Trondheim - Voll;SN68860;17.04.2023 20:00;6,7
Trondheim - Voll;SN68860;17.04.2023 21:00;7,1
Trondheim - Voll;SN68860;17.04.2023 22:00;5
Trondheim - Voll;SN68860;17.04.2023 23:00;5,2
Trondheim - Voll;SN68860;18.04.2023 00:00;4,7
Trondheim - Voll;SN68860;18.04.2023 01:00;4,4
Trondheim - Voll;SN68860;18.04.2023 02:00;2,6
Trondheim - Voll;SN68860;18.04.2023 03:00;1,7
Trondheim - Voll;SN68860;18.04.2023 04:00;0,8
Trondheim - Voll;SN68860;18.04.2023 05:00;0,4
Trondheim - Voll;SN68860;18.04.2023 06:00;1,8
Trondheim - Voll;SN68860;18.04.2023 07:00;2,4
Trondheim - Voll;SN68860;18.04.2023 08:00;5,3
Trondheim - Voll;SN68860;18.04.2023 09:00;7,4
Trondheim - Voll;SN68860;18.04.2023 10:00;8,7
Trondheim - Voll;SN68860;18.04.2023 11:00;9,9
Trondheim - Voll;SN68860;18.04.2023 12:00;10,5
Trondheim - Voll;SN68860;18.04.2023 13:00;11,9
Trondheim - Voll;SN68860;18.04.2023 14:00;12,4
Trondheim - Voll;SN68860;18.04.2023 15:00;12,6
Trondheim - Voll;SN68860;18.04.2023 16:00;13,8
Trondheim - Voll;SN68860;18.04.2023 17:00;13,5
Trondheim - Voll;SN68860;18.04.2023 18:00;13,3
Trondheim - Voll;SN68860;18.04.2023 19:00;12,3
Trondheim - Voll;SN68860;18.04.2023 20:00;9,1
Trondheim - Voll;SN68860;18.04.2023 21:00;7,3
Trondheim - Voll;SN68860;18.04.2023 22:00;8,6
Trondheim - Voll;SN68860;18.04.2023 23:00;8
Trondheim - Voll;SN68860;19.04.2023 00:00;6,3
Trondheim - Voll;SN68860;19.04.2023 01:00;4,9
Trondheim - Voll;SN68860;19.04.2023 02:00;3,2
Trondheim - Voll;SN68860;19.04.2023 03:00;2,3
Trondheim - Voll;SN68860;19.04.2023 04:00;1,7
Trondheim - Voll;SN68860;19.04.2023 05:00;2,3
Trondheim - Voll;SN68860;19.04.2023 06:00;2,8
Trondheim - Voll;SN68860;19.04.2023 07:00;3,3
Trondheim - Voll;SN68860;19.04.2023 08:00;5,6
Trondheim - Voll;SN68860;19.04.2023 09:00;8,7
Trondheim - Voll;SN68860;19.04.2023 10:00;9,8
Trondheim - Voll;SN68860;19.04.2023 11:00;11,7
Trondheim - Voll;SN68860;19.04.2023 12:00;12,9
Trondheim - Voll;SN68860;19.04.2023 13:00;13,8
Trondheim - Voll;SN68860;19.04.2023 14:00;14
Trondheim - Voll;SN68860;19.04.2023 15:00;14,3
Trondheim - Voll;SN68860;19.04.2023 16:00;13,9
Trondheim - Voll;SN68860;19.04.2023 17:00;14,3
Trondheim - Voll;SN68860;19.04.2023 18:00;13,4
Trondheim - Voll;SN68860;19.04.2023 19:00;12,6
Trondheim - Voll;SN68860;19.04.2023 20:00;10
Trondheim - Voll;SN68860;19.04.2023 21:00;8,2
Trondheim - Voll;SN68860;19.04.2023 22:00;8
Trondheim - Voll;SN68860;19.04.2023 23:00;7,2
Trondheim - Voll;SN68860;20.04.2023 00:00;6,4
Trondheim - Voll;SN68860;20.04.2023 01:00;4,5
Trondheim - Voll;SN68860;20.04.2023 02:00;3,2
Trondheim - Voll;SN68860;20.04.2023 03:00;2,3
Trondheim - Voll;SN68860;20.04.2023 04:00;1,1
Trondheim - Voll;SN68860;20.04.2023 05:00;1,1
Trondheim - Voll;SN68860;20.04.2023 06:00;3,6
Trondheim - Voll;SN68860;20.04.2023 07:00;3,8
Trondheim - Voll;SN68860;20.04.2023 08:00;7
Trondheim - Voll;SN68860;20.04.2023 09:00;7,9
Trondheim - Voll;SN68860;20.04.2023 10:00;10
Trondheim - Voll;SN68860;20.04.2023 11:00;11,6
Trondheim - Voll;SN68860;20.04.2023 12:00;12,4
Trondheim - Voll;SN68860;20.04.2023 13:00;13,3
Trondheim - Voll;SN68860;20.04.2023 14:00;13,8
Trondheim - Voll;SN68860;20.04.2023 15:00;14,6
Trondheim - Voll;SN68860;20.04.2023 16:00;14,6
Trondheim - Voll;SN68860;20.04.2023 17:00;14,5
Trondheim - Voll;SN68860;20.04.2023 18:00;14
Trondheim - Voll;SN68860;20.04.2023 19:00;13,1
Trondheim - Voll;SN68860;20.04.2023 20:00;10,3
Trondheim - Voll;SN68860;20.04.2023 21:00;9,7
Trondheim - Voll;SN68860;20.04.2023 22:00;8,5
Trondheim - Voll;SN68860;20.04.2023 23:00;7,6
Trondheim - Voll;SN68860;21.04.2023 00:00;7,1
Trondheim - Voll;SN68860;21.04.2023 01:00;6,9
Trondheim - Voll;SN68860;21.04.2023 02:00;5,3
Trondheim - Voll;SN68860;21.04.2023 03:00;3,9
Trondheim - Voll;SN68860;21.04.2023 04:00;2,3
Trondheim - Voll;SN68860;21.04.2023 05:00;2,5
Trondheim - Voll;SN68860;21.04.2023 06:00;2,2
Trondheim - Voll;SN68860;21.04.2023 07:00;3,7
Trondheim - Voll;SN68860;21.04.2023 08:00;6,2
Trondheim - Voll;SN68860;21.04.2023 09:00;8,6
Trondheim - Voll;SN68860;21.04.2023 10:00;11
Trondheim - Voll;SN68860;21.04.2023 11:00;11,5
Trondheim - Voll;SN68860;21.04.2023 12:00;12,9
Trondheim - Voll;SN68860;21.04.2023 13:00;13,1
Trondheim - Voll;SN68860;21.04.2023 14:00;13,6
Trondheim - Voll;SN68860;21.04.2023 15:00;13,9
Trondheim - Voll;SN68860;21.04.2023 16:00;13,5
Trondheim - Voll;SN68860;21.04.2023 17:00;12,7
Trondheim - Voll;SN68860;21.04.2023 18:00;11,8
Trondheim - Voll;SN68860;21.04.2023 19:00;10,8
Trondheim - Voll;SN68860;21.04.2023 20:00;8,5
Trondheim - Voll;SN68860;21.04.2023 21:00;7,3
Trondheim - Voll;SN68860;21.04.2023 22:00;5
Trondheim - Voll;SN68860;21.04.2023 23:00;4,9
Trondheim - Voll;SN68860;22.04.2023 00:00;6,1
Trondheim - Voll;SN68860;22.04.2023 01:00;5,2
Trondheim - Voll;SN68860;22.04.2023 02:00;2,2
Trondheim - Voll;SN68860;22.04.2023 03:00;1,8
Trondheim - Voll;SN68860;22.04.2023 04:00;2,6
Trondheim - Voll;SN68860;22.04.2023 05:00;2,6
Trondheim - Voll;SN68860;22.04.2023 06:00;3
Trondheim - Voll;SN68860;22.04.2023 07:00;5,5
Trondheim - Voll;SN68860;22.04.2023 08:00;6,4
Trondheim - Voll;SN68860;22.04.2023 09:00;7,8
Trondheim - Voll;SN68860;22.04.2023 10:00;7,3
Trondheim - Voll;SN68860;22.04.2023 11:00;7,1
Trondheim - Voll;SN68860;22.04.2023 12:00;7,6
Trondheim - Voll;SN68860;22.04.2023 13:00;7,8
Trondheim - Voll;SN68860;22.04.2023 14:00;4,5
Trondheim - Voll;SN68860;22.04.2023 15:00;4,3
Trondheim - Voll;SN68860;22.04.2023 16:00;4,5
Trondheim - Voll;SN68860;22.04.2023 17:00;4,5
Trondheim - Voll;SN68860;22.04.2023 18:00;4,5
Trondheim - Voll;SN68860;22.04.2023 19:00;4,1
Trondheim - Voll;SN68860;22.04.2023 20:00;3,7
Trondheim - Voll;SN68860;22.04.2023 21:00;3,2
Trondheim - Voll;SN68860;22.04.2023 22:00;2,9
Trondheim - Voll;SN68860;22.04.2023 23:00;2,5
Trondheim - Voll;SN68860;23.04.2023 00:00;2,4
Trondheim - Voll;SN68860;23.04.2023 01:00;2,2
Trondheim - Voll;SN68860;23.04.2023 02:00;2
Trondheim - Voll;SN68860;23.04.2023 03:00;1,3
Trondheim - Voll;SN68860;23.04.2023 04:00;0,7
Trondheim - Voll;SN68860;23.04.2023 05:00;0,3
Trondheim - Voll;SN68860;23.04.2023 06:00;0
Trondheim - Voll;SN68860;23.04.2023 07:00;0
Trondheim - Voll;SN68860;23.04.2023 08:00;0,2
Trondheim - Voll;SN68860;23.04.2023 09:00;0,5
Trondheim - Voll;SN68860;23.04.2023 10:00;0,7
Trondheim - Voll;SN68860;23.04.2023 11:00;0,9
Trondheim - Voll;SN68860;23.04.2023 12:00;1,2
Trondheim - Voll;SN68860;23.04.2023 13:00;1,3
Trondheim - Voll;SN68860;23.04.2023 14:00;1,2
Trondheim - Voll;SN68860;23.04.2023 15:00;1,3
Trondheim - Voll;SN68860;23.04.2023 16:00;0,9
Trondheim - Voll;SN68860;23.04.2023 17:00;0,9
Trondheim - Voll;SN68860;23.04.2023 18:00;0,6
Trondheim - Voll;SN68860;23.04.2023 19:00;1
Trondheim - Voll;SN68860;23.04.2023 20:00;0,9
Trondheim - Voll;SN68860;23.04.2023 21:00;0,7
Trondheim - Voll;SN68860;23.04.2023 22:00;0,5
Trondheim - Voll;SN68860;23.04.2023 23:00;0,2
Trondheim - Voll;SN68860;24.04.2023 00:00;0,1
Trondheim - Voll;SN68860;24.04.2023 01:00;0,1
Trondheim - Voll;SN68860;24.04.2023 02:00;0
Trondheim - Voll;SN68860;24.04.2023 03:00;0
Trondheim - Voll;SN68860;24.04.2023 04:00;-0,2
Trondheim - Voll;SN68860;24.04.2023 05:00;0
Trondheim - Voll;SN68860;24.04.2023 06:00;0,2
Trondheim - Voll;SN68860;24.04.2023 07:00;1,5
Trondheim - Voll;SN68860;24.04.2023 08:00;1,4
Trondheim - Voll;SN68860;24.04.2023 09:00;1,8
Trondheim - Voll;SN68860;24.04.2023 10:00;2,8
Trondheim - Voll;SN68860;24.04.2023 11:00;3,3
Trondheim - Voll;SN68860;24.04.2023 12:00;3,2
Trondheim - Voll;SN68860;24.04.2023 13:00;3,1
Trondheim - Voll;SN68860;24.04.2023 14:00;3
Trondheim - Voll;SN68860;24.04.2023 15:00;1,9
Trondheim - Voll;SN68860;24.04.2023 16:00;2
Trondheim - Voll;SN68860;24.04.2023 17:00;1,3
Trondheim - Voll;SN68860;24.04.2023 18:00;1,5
Trondheim - Voll;SN68860;24.04.2023 19:00;1,5
Trondheim - Voll;SN68860;24.04.2023 20:00;1,4
Trondheim - Voll;SN68860;24.04.2023 21:00;1,1
Trondheim - Voll;SN68860;24.04.2023 22:00;0,6
Trondheim - Voll;SN68860;24.04.2023 23:00;0,4
Trondheim - Voll;SN68860;25.04.2023 00:00;0,3
Trondheim - Voll;SN68860;25.04.2023 01:00;0,1
Trondheim - Voll;SN68860;25.04.2023 02:00;-0,2
Trondheim - Voll;SN68860;25.04.2023 03:00;-0,3
Trondheim - Voll;SN68860;25.04.2023 04:00;-0,7
Trondheim - Voll;SN68860;25.04.2023 05:00;-0,3
Trondheim - Voll;SN68860;25.04.2023 06:00;0
Trondheim - Voll;SN68860;25.04.2023 07:00;0,2
Trondheim - Voll;SN68860;25.04.2023 08:00;0,3
Trondheim - Voll;SN68860;25.04.2023 09:00;0,6
Trondheim - Voll;SN68860;25.04.2023 10:00;0,7
Trondheim - Voll;SN68860;25.04.2023 11:00;1,1
Trondheim - Voll;SN68860;25.04.2023 12:00;1,2
Trondheim - Voll;SN68860;25.04.2023 13:00;0,8
Trondheim - Voll;SN68860;25.04.2023 14:00;0,1
Trondheim - Voll;SN68860;25.04.2023 15:00;0,2
Trondheim - Voll;SN68860;25.04.2023 16:00;0,2
Trondheim - Voll;SN68860;25.04.2023 17:00;0,4
Trondheim - Voll;SN68860;25.04.2023 18:00;0,5
Trondheim - Voll;SN68860;25.04.2023 19:00;0,2
Trondheim - Voll;SN68860;25.04.2023 20:00;0
Trondheim - Voll;SN68860;25.04.2023 21:00;-0,1
Trondheim - Voll;SN68860;25.04.2023 22:00;0
Trondheim - Voll;SN68860;25.04.2023 23:00;-0,1
Trondheim - Voll;SN68860;26.04.2023 00:00;-0,2
Trondheim - Voll;SN68860;26.04.2023 01:00;-0,4
Trondheim - Voll;SN68860;26.04.2023 02:00;-0,7
Trondheim - Voll;SN68860;26.04.2023 03:00;-1
